experiment,epoch,augmentation,batch_mix,mix_alpha,val_accuracy,val_loss
morejitter_mixup_alpha0.2,20,morejitter,mixup,0.2,84.38592402703333,0.5688643259161476
morejitter_cutmix_alpha0.2,1,morejitter,cutmix,0.2,26.275926357492427,4.224905390084915
morejitter_cutmix_alpha0.2,2,morejitter,cutmix,0.2,53.32090421813097,3.397540937406815
morejitter_cutmix_alpha0.2,3,morejitter,cutmix,0.2,63.55161966907481,2.6062342717191385
morejitter_cutmix_alpha0.2,4,morejitter,cutmix,0.2,69.62246562572827,2.0550033041047926
morejitter_cutmix_alpha0.2,5,morejitter,cutmix,0.2,72.45397343276626,1.6326184578359724
morejitter_cutmix_alpha0.2,6,morejitter,cutmix,0.2,75.00582614775111,1.3567220642693918
morejitter_cutmix_alpha0.2,7,morejitter,cutmix,0.2,77.60428804474482,1.1637678603085848
morejitter_cutmix_alpha0.2,8,morejitter,cutmix,0.2,78.68795152645072,1.0395066126108004
morejitter_cutmix_alpha0.2,9,morejitter,cutmix,0.2,80.3542297832673,0.9222431704037342
morejitter_cutmix_alpha0.2,10,morejitter,cutmix,0.2,80.90188767187136,0.8807807655302247
morejitter_cutmix_alpha0.2,11,morejitter,cutmix,0.2,81.36797949195991,0.8216507625424259
morejitter_cutmix_alpha0.2,12,morejitter,cutmix,0.2,82.04381263108833,0.7941038174052473
morejitter_cutmix_alpha0.2,13,morejitter,cutmix,0.2,82.38172920065253,0.7555375776071978
morejitter_cutmix_alpha0.2,14,morejitter,cutmix,0.2,82.96434397576323,0.7113776599519099
morejitter_cutmix_alpha0.2,15,morejitter,cutmix,0.2,83.46539268235843,0.6906341256669728
morejitter_cutmix_alpha0.2,16,morejitter,cutmix,0.2,83.79165695642041,0.6789346934059399
morejitter_cutmix_alpha0.2,17,morejitter,cutmix,0.2,84.21113959450011,0.6613774956925658
morejitter_cutmix_alpha0.2,18,morejitter,cutmix,0.2,84.21113959450011,0.6483036283914984
morejitter_cutmix_alpha0.2,19,morejitter,cutmix,0.2,84.05965975297134,0.6526712126885781
morejitter_cutmix_alpha0.2,20,morejitter,cutmix,0.2,84.4441855045444,0.6360565882216964
